,titleType,primaryTitle,startYear,runtimeMinutes,genres,PolloRating
175776,movie,Quarantined,2009,88,"Comedy,Drama,Sci-Fi",0.18354868013699663
277349,movie,Cyborg: Deadly Machine,2020,50,"Action,Sci-Fi",0.18354001335153314
103825,movie,Ice Planet,2001,83,Sci-Fi,0.18353393019071687
183994,movie,Eyes in the Dark,2010,78,"Horror,Sci-Fi,Thriller",0.18351589764252163
102757,movie,Black Mask 2: City of Masks,2002,102,"Action,Drama,Sci-Fi",0.18347895946355453
273197,movie,Skyman,2019,92,Sci-Fi,0.18346062607765834
22645,movie,The Brain Machine,1955,84,"Crime,Sci-Fi,Thriller",0.18343327778984234
150462,movie,Let Us In,2021,84,"Horror,Sci-Fi",0.18338026969976778
223961,movie,Senn,2013,84,"Adventure,Mystery,Sci-Fi",0.18334655466415756
217230,movie,Hot Bot,2016,86,"Comedy,Sci-Fi",0.1833426454613884
255389,movie,Rose-Colored,2016,\N,"Drama,Sci-Fi",0.18308724227344447
27622,movie,Face of Terror,1962,83,"Sci-Fi,Thriller",0.18306256855893815
118831,movie,Messengers,2004,96,"Drama,Mystery,Sci-Fi",0.18306256855893815
61869,movie,Droid Gunner,1995,90,"Action,Sci-Fi",0.1830521702245152
57798,movie,Liquid Dreams,1991,92,"Sci-Fi,Thriller",0.18304430146291154
155764,movie,Kamen Rider Ex-Aid Trilogy: Another Ending - Kamen Rider Brave & Snipe,2018,69,"Action,Fantasy,Sci-Fi",0.18302318575133825
210122,movie,Beyond,2014,89,"Drama,Romance,Sci-Fi",0.18299738734748325
204479,movie,Kultur Shock!,2013,85,"Mystery,Sci-Fi,Thriller",0.1828343536161691
148425,movie,Tree,2007,46,"Drama,Horror,Sci-Fi",0.18278787936938437
17338,movie,Dick Barton Strikes Back,1949,73,"Action,Crime,Sci-Fi",0.18278037131902555
270575,movie,Bizli: Origin,2018,124,"Action,Fantasy,Sci-Fi",0.18278037131902555
56976,movie,The Third Planet,1991,99,Sci-Fi,0.1827580336711889
240317,movie,Time Toys,2016,87,"Family,Sci-Fi",0.182748136765094
259899,movie,The Dustwalker,2019,95,"Drama,Sci-Fi,Thriller",0.18267726779140178
196431,movie,Attack of the Moon Zombies,2011,99,"Horror,Sci-Fi",0.18265941911560288
146993,movie,Chernobyl: Zona otchuzhdeniya,2019,101,"Drama,Mystery,Sci-Fi",0.18262824068413758
264513,movie,I Am Lying Now,2019,107,"Mystery,Sci-Fi,Thriller",0.1825858005444108
42627,movie,Zoo zéro,1979,101,"Drama,Sci-Fi",0.18255955055036
257858,movie,Before I'm Dead,2021,83,"Drama,Sci-Fi,Thriller",0.18254349936769607
50656,movie,The Supernaturals,1986,91,"Horror,Mystery,Sci-Fi",0.18251588380116288
212825,movie,Rumors of Wars,2014,89,"Drama,Sci-Fi,Thriller",0.18251116531121309
153901,movie,Chernobyl: Zona otchuzhdeniya 3,2019,105,"Drama,Mystery,Sci-Fi",0.18249636304345218
53322,movie,Lovable Zanies II,1988,94,"Comedy,Romance,Sci-Fi",0.18240068003653176
2105,movie,The Last Man on Earth,1924,70,"Comedy,Fantasy,Sci-Fi",0.18233990194029445
53680,movie,Escape from Safehaven,1988,87,Sci-Fi,0.18233990194029445
6297,movie,The Tunnel,1933,81,Sci-Fi,0.1823383812828168
219510,movie,Assumption of Risk,2014,97,"Mystery,Sci-Fi,Thriller",0.18233013562107836
173211,movie,Second Origin,2015,106,"Adventure,Horror,Sci-Fi",0.18225736673496443
270849,movie,Speed of Life,2019,76,"Drama,Mystery,Sci-Fi",0.18223405441084603
251940,movie,Dead Sunrise,2017,120,"Adventure,Horror,Sci-Fi",0.18222197547476335
197505,movie,Dead Shadows,2012,75,"Horror,Sci-Fi",0.18221712935884363
263351,movie,3 Days on the Cross,2017,108,"Drama,Mystery,Sci-Fi",0.1822004516860458
149454,movie,Synapse,2007,90,"Drama,Mystery,Sci-Fi",0.1822004516860458
245566,movie,Assassinaut,2019,83,Sci-Fi,0.1821048982276892
204487,movie,Ejecta,2014,82,"Horror,Sci-Fi",0.18209065718338827
61923,movie,Expect No Mercy,1995,91,"Action,Sci-Fi",0.1820666859151654
23100,movie,"The Phantom from 10,000 Leagues",1955,81,"Horror,Sci-Fi",0.1820340787791232
215901,movie,Absence,2013,84,"Horror,Sci-Fi,Thriller",0.18202768090037671
263957,movie,Darpana,2017,165,Sci-Fi,0.18196464304989696
231452,movie,The Tribe,2016,97,"Drama,Sci-Fi,Thriller",0.18192746438654064
246131,movie,A Promise of Time Travel,2016,88,"Drama,Mystery,Sci-Fi",0.18192157066604686
208222,movie,Hickory Never Bleeds,2012,81,Sci-Fi,0.18190610839398824
71552,movie,L'affaire des divisions Morituri,1985,72,"Drama,Sci-Fi",0.181829471594804
61594,movie,Atolladero,1995,95,"Sci-Fi,Western",0.18182069488098157
39352,movie,Largo retorno,1975,116,"Drama,Romance,Sci-Fi",0.18181901920703167
204663,movie,Troubled Rivers,2012,45,"Adventure,Comedy,Sci-Fi",0.18181901920703167
112355,movie,"Hesus, rebolusyunaryo",2002,112,"Action,Drama,Sci-Fi",0.18181901920703167
23859,movie,The Man Without a Body,1957,80,"Horror,Sci-Fi",0.18181672376516703
215481,movie,The Parts,2013,90,"Drama,Mystery,Sci-Fi",0.18178008326623013
221346,movie,Painkillers,2015,104,"Action,Sci-Fi,Thriller",0.18173057684343713
67622,movie,Lifepod,1981,90,"Sci-Fi,Thriller",0.18169616494670948
130069,movie,Re-Generation,2004,80,"Drama,Sci-Fi",0.18166242228132135
200183,movie,Kamen Rider Blade: Missing Ace,2004,73,"Action,Fantasy,Sci-Fi",0.1816156294384204
89960,movie,Sexual Chemistry,1999,97,"Comedy,Sci-Fi",0.1816059878583509
230245,movie,RWD,2015,80,"Horror,Sci-Fi,Thriller",0.18159386764611932
7537,movie,Once in a New Moon,1934,63,Sci-Fi,0.18153941447768415
33329,movie,Change of Mind,1969,98,"Drama,Sci-Fi",0.18148426216033486
36724,movie,Quem é Beta?,1973,85,"Drama,Sci-Fi",0.1814401504890688
187126,movie,The Cosmonaut,2013,93,"Drama,Romance,Sci-Fi",0.18143390470975015
209878,movie,Re-Entry: Grey Zone,2013,100,"Action,Sci-Fi,Thriller",0.18141662218863053
207687,movie,Plum,2013,120,"Fantasy,Horror,Sci-Fi",0.18135272565871416
220897,movie,Stranger in the Dunes,2016,93,"Sci-Fi,Thriller",0.18134655831290636
51471,movie,Distant Lights,1987,89,Sci-Fi,0.18123366895519533
44068,movie,Island Claws,1980,90,"Horror,Sci-Fi",0.1812145421067216
243323,movie,Twenty Twenty-Four,2016,88,"Mystery,Sci-Fi,Thriller",0.1811994295920629
70699,movie,Empire of the Sins,1988,80,"Adult,Sci-Fi",0.18119755047197444
213813,movie,The President's Staff,2013,103,"Sci-Fi,Thriller",0.18117181679734132
176159,movie,Alien Opponent,2010,92,"Action,Comedy,Sci-Fi",0.1811568357747714
141522,movie,Socket,2007,93,"Drama,Romance,Sci-Fi",0.18113318108976545
219108,movie,Hiroku: Defenders of Gaia,2013,80,"Adventure,Animation,Sci-Fi",0.18106829256757775
222701,movie,From the Earth to the Moon,2013,87,"Animation,Comedy,Sci-Fi",0.18102576659329295
126601,movie,Maya and the Starboy,1988,78,"Adventure,Comedy,Sci-Fi",0.1809477322235816
248488,movie,Ascension,2018,86,"Horror,Sci-Fi,Thriller",0.18092816769479578
69712,movie,Blood Freak,1972,86,"Horror,Sci-Fi",0.18086574877085454
55500,movie,Rising Storm,1989,95,"Action,Comedy,Sci-Fi",0.1808572237678143
95163,movie,Shining Sex,1976,105,"Drama,Sci-Fi,Thriller",0.1808572237678143
232740,movie,Baykalskiy intsident. Skrytaya ugroza,2014,62,"Horror,Sci-Fi",0.1808468113171245
30626,movie,The Lost Face,1965,85,"Comedy,Crime,Sci-Fi",0.1808468113171245
217794,movie,Listen,2013,95,"Drama,Romance,Sci-Fi",0.1808380104628883
39215,movie,The Giant Spider Invasion,1975,84,"Horror,Sci-Fi",0.18082277174371164
129328,movie,Electric Eskimo,1979,57,"Family,Sci-Fi",0.18080100156830903
114027,movie,Have Mercy,1953,\N,"Comedy,Horror,Sci-Fi",0.18069015054399465
112240,movie,Killed by Lightning,2002,65,"Drama,Sci-Fi",0.1806251856589318
145387,movie,The Sperm,2007,93,"Comedy,Sci-Fi",0.1804433491003699
170138,movie,The Coming,2009,100,Sci-Fi,0.18038467553116655
258641,movie,Space Babes from Outer Space,2017,81,"Comedy,Sci-Fi",0.18034324717563302
153359,movie,Lava,2019,67,"Animation,Comedy,Sci-Fi",0.1803311578867971
169520,movie,"Silent Night, Zombie Night",2009,83,"Horror,Sci-Fi",0.18031030380152577
49607,movie,Underworld,1985,88,"Action,Horror,Sci-Fi",0.18026560326755012
236054,movie,The Creature Below,2016,83,"Horror,Sci-Fi",0.18022480797388848
255421,movie,The Dark Knight Returns: An Epic Fan Film,2016,46,"Action,Drama,Sci-Fi",0.18018298911548183
247384,movie,Homunculus,1916,360,"Horror,Sci-Fi",0.18010524283256055
8734,movie,Blake of Scotland Yard,1937,303,"Adventure,Crime,Sci-Fi",0.18006743627474706
104574,movie,Happiness Is a Warm Gun,2001,95,"Drama,Sci-Fi",0.1800446809550277
126295,movie,Super Salami,1979,66,"Comedy,Fantasy,Sci-Fi",0.1800446809550277
227929,movie,Parabellum,2015,75,Sci-Fi,0.1800363652381786
108573,movie,The E.Y.E.S. of Mars,1993,\N,"Animation,Drama,Sci-Fi",0.17999112293088507
86507,movie,Abrigo Nuclear,1981,86,Sci-Fi,0.17997756684091645
220885,movie,Ang huling henya,2013,125,"Action,Comedy,Sci-Fi",0.17997756684091645
150805,movie,AI Amok,2020,133,"Sci-Fi,Thriller",0.17997376156891368
248070,movie,The KAOS Brief,2017,75,"Horror,Sci-Fi",0.17991818866591833
244332,movie,Szemrebbenés,2015,70,"Action,Sci-Fi,Thriller",0.17991364673123808
87302,movie,Akvanavty,1980,80,"Adventure,Sci-Fi",0.17990120574503615
130223,movie,It Came from Trafalgar,2009,100,"Horror,Sci-Fi",0.1798721013055488
225999,movie,Star Wars: The Force Unleashed II,2014,45,"Animation,Sci-Fi",0.17986328142289926
54054,movie,Metamorphosis,1990,92,"Horror,Sci-Fi",0.17984862090839773
72215,movie,Hyperspace,1984,90,"Comedy,Sci-Fi",0.17982435887667894
127010,movie,Missy,2001,71,"Drama,Sci-Fi",0.17982207401830808
248856,movie,Una magia saracena,2015,90,"History,Sci-Fi",0.17982207401830808
40791,movie,The Alpha Incident,1978,95,"Horror,Sci-Fi,Thriller",0.1798195248566986
31987,movie,Panic in the City,1968,97,"Sci-Fi,Thriller",0.17979793737315075
29368,movie,The Diabolical Axe,1965,74,"Adventure,Horror,Sci-Fi",0.1797935941203857
55682,movie,The Terror Within II,1991,85,"Horror,Sci-Fi",0.17979265392940463
60230,movie,Cyber Tracker,1994,91,"Action,Sci-Fi",0.17971180890872715
65503,movie,The Sore Losers,1997,89,"Action,Sci-Fi",0.1796956535666642
270904,movie,Anthology of horror 8,2018,76,"Drama,Horror,Sci-Fi",0.1796698898570729
179170,movie,Assault Girls,2009,65,"Action,Sci-Fi",0.17961564533996804
37573,movie,I Hate My Body,1974,97,"Drama,Horror,Sci-Fi",0.1796029960510619
65609,movie,Total Reality,1997,100,"Action,Sci-Fi",0.17955388956997823
194133,movie,Cursed Bastards,2011,120,"Fantasy,Horror,Sci-Fi",0.1795250566115233
153902,movie,Chernobyl: Zona otchuzhdeniya 2,2019,99,"Drama,Mystery,Sci-Fi",0.17950461938700216
82514,movie,Three Giant Men,1973,81,"Action,Crime,Sci-Fi",0.179498673990517
104558,movie,Contagion,2002,95,"Drama,Sci-Fi",0.179498673990517
18825,movie,The Strange Case of the Man and the Beast,1951,80,"Horror,Sci-Fi",0.17944334525536187
91744,movie,The Last Patrol,2000,95,"Action,Drama,Sci-Fi",0.17942275069328323
63305,movie,Dark Breed,1996,104,"Action,Horror,Sci-Fi",0.17936227709774033
145652,movie,Subject 87,2007,75,"Horror,Sci-Fi",0.1791751323750688
166861,movie,Reality Bleed-Through,2008,74,"Animation,Horror,Sci-Fi",0.1791751323750688
103105,movie,The Source,2002,100,"Horror,Mystery,Sci-Fi",0.17917433829459506
70395,movie,Bug Buster,1998,93,"Comedy,Horror,Sci-Fi",0.17917064561352614
25732,movie,Invasion of the Animal People,1959,72,"Horror,Sci-Fi",0.17902432699219364
222404,movie,Hangar 10,2014,87,"Horror,Sci-Fi,Thriller",0.17900102567173876
50789,movie,Siu sang mung ging wan,1987,96,"Comedy,Crime,Sci-Fi",0.17889900493590252
234958,movie,Parallel,2015,91,"Drama,Sci-Fi",0.1788608302480649
42582,movie,Very Close Encounters of the Fourth Kind,1978,82,"Comedy,Sci-Fi",0.1788608302480649
226211,movie,Focus on Infinity,2014,79,"Documentary,Sci-Fi",0.17885859873481774
214515,movie,Zone,2012,111,"Action,Sci-Fi",0.1788575678694534
142139,movie,Czarne slonca,1992,81,"Crime,Drama,Sci-Fi",0.1788575678694534
187933,movie,The Dead Can't Dance,2010,98,"Comedy,Horror,Sci-Fi",0.17884953699017794
219918,movie,Runaway Day,2013,86,"Drama,Sci-Fi",0.17884953699017794
47409,movie,Taking Tiger Mountain,1983,81,"Adult,Sci-Fi",0.1787313047141302
104647,movie,Cyberon,2000,\N,"Action,Drama,Sci-Fi",0.17870422785303394
226863,movie,Beti and Amare,2014,94,"Fantasy,Romance,Sci-Fi",0.1786910572998405
262122,movie,The Underground,2021,57,"Biography,Documentary,Sci-Fi",0.1786754428515438
205821,movie,Ombis: Alien Invasion,2013,85,"Action,Horror,Sci-Fi",0.17864123216158503
78188,movie,Dandy Dust,1998,94,Sci-Fi,0.17858251674489684
212828,movie,The Watchers: Revelation,2013,91,"Action,Adventure,Sci-Fi",0.17858251674489684
210873,movie,Unknown Project,2013,80,"Horror,Mystery,Sci-Fi",0.17858143912347396
187628,movie,Death Kappa,2010,90,"Action,Comedy,Sci-Fi",0.17855896834053225
230298,movie,Batguano,2014,74,"Mystery,Romance,Sci-Fi",0.17851377610978078
60953,movie,Pet Shop,1994,87,"Comedy,Family,Sci-Fi",0.17837053123723176
33720,movie,The Monitors,1969,92,"Comedy,Sci-Fi",0.17835673410423225
171077,movie,The Box,2003,68,"Drama,Sci-Fi",0.1783549203092938
49517,movie,The Strange Case of Dr. Jekyll and Mr. Hyde,1986,92,"Mystery,Sci-Fi",0.1783375796313748
100814,movie,Lovers Beyond Time,1990,85,"Romance,Sci-Fi,Thriller",0.17831054526236959
20280,movie,Child's Play,1954,68,"Comedy,Sci-Fi",0.17823869785081714
48742,movie,Star Knight,1985,90,"Adventure,Fantasy,Sci-Fi",0.17821494044951366
21340,movie,Killers from Space,1954,71,"Horror,Mystery,Sci-Fi",0.1781658183593994
215584,movie,Displacement,2016,112,"Sci-Fi,Thriller",0.17805095794121018
151440,movie,Between Waves,2020,100,"Drama,Romance,Sci-Fi",0.17798405771647954
174371,movie,Slime City Massacre,2010,85,"Action,Horror,Sci-Fi",0.1779590572022738
99708,movie,Captain Celluloid vs. the Film Pirates,1966,66,"Action,Comedy,Sci-Fi",0.17792568542159992
21644,movie,Superman and the Jungle Devil,1954,77,"Action,Fantasy,Sci-Fi",0.17792568542159992
262624,movie,Once There Was Brasilia,2017,100,"Drama,Sci-Fi",0.1778613553389938
277943,movie,Jiu Jitsu,2020,102,"Action,Sci-Fi,Thriller",0.17785158838873158
204377,movie,The Deposit,2015,82,"Drama,Mystery,Sci-Fi",0.17780706770109334
152475,movie,A Living Dog,2019,94,"Action,Sci-Fi",0.17773874439887533
211411,movie,The Astrologer,1976,96,"Drama,Romance,Sci-Fi",0.17770128258310422
42667,movie,Alien 2: On Earth,1980,92,"Adventure,Horror,Sci-Fi",0.17760694619808873
221223,movie,The Carrier,2015,90,"Action,Horror,Sci-Fi",0.17759115295161876
238559,movie,Or So the Story Goes: Happy Thoughts,2015,70,"Drama,Horror,Sci-Fi",0.17754636190582707
150692,movie,Internal Behaviors,2007,114,"Comedy,Horror,Sci-Fi",0.17754636190582707
261103,movie,Black Site,2018,91,"Action,Horror,Sci-Fi",0.17752688776649708
270096,movie,The Protectors,2020,90,"Adventure,Crime,Sci-Fi",0.17749815920143508
198318,movie,Roman's Circuit,2011,93,"Drama,Sci-Fi,Thriller",0.17749815920143508
340,movie,Life Without Soul,1915,70,"Drama,Horror,Sci-Fi",0.17741176527028482
200262,movie,Goliad Uprising,2012,98,"Sci-Fi,Thriller",0.17741176527028482
192531,movie,The Place Where the Last Man Died,2010,86,"Drama,Horror,Sci-Fi",0.1774109431290898
28000,movie,Nude on the Moon,1961,83,"Fantasy,Romance,Sci-Fi",0.17740951492937507
231716,movie,Sky Sharks,2020,102,"Comedy,Horror,Sci-Fi",0.17737226109252427
141333,movie,Knightquest,2001,45,Sci-Fi,0.17732454521249824
43543,movie,The Humanoid,1979,100,"Fantasy,Mystery,Sci-Fi",0.1773051430962846
246274,movie,I Have a Bad Feeling About This,2018,88,"Adventure,Comedy,Sci-Fi",0.17726935838239632
227348,movie,The Coed and the Zombie Stoner,2014,91,"Comedy,Horror,Sci-Fi",0.17722019000924108
193872,movie,Matty Hanson and the Invisibility Ray,2011,88,"Family,Fantasy,Sci-Fi",0.17714676643728294
16779,movie,Der Herr vom andern Stern,1948,93,Sci-Fi,0.1771207800656638
244121,movie,Daemonium: Soldier of the Underworld,2015,120,"Action,Fantasy,Sci-Fi",0.17706398649661967
81310,movie,Exit,2000,110,"Crime,Sci-Fi,Thriller",0.1770091977302012
137977,movie,Tres minutos,2007,87,"Comedy,Romance,Sci-Fi",0.176991270882037
72821,movie,The World Will Shake,1939,108,Sci-Fi,0.176980667357646
63846,movie,Menno's Mind,1997,95,"Sci-Fi,Thriller",0.17695697460023319
139184,movie,The Last Sentinel,2007,93,"Action,Sci-Fi,Thriller",0.17690985292781733
76920,movie,Mutilations,1986,70,"Horror,Sci-Fi",0.1769026748069569
54650,movie,The Arrival,1991,103,"Horror,Sci-Fi",0.176864584329022
172340,movie,Mold!,2012,86,"Horror,Sci-Fi",0.1768238570292201
25299,movie,La casa del terror,1960,82,"Comedy,Horror,Sci-Fi",0.176815938389235
218027,movie,Nobility,2017,50,Sci-Fi,0.17672696404975616
163738,movie,Last Words,2020,126,"Drama,Sci-Fi",0.17668976966893835
264332,movie,Wonder boy,1988,90,"Drama,Sci-Fi",0.1765606001749858
47022,movie,Legend of Dinosaurs and Monster Birds,1977,92,Sci-Fi,0.1765496362077145
202931,movie,Folklore,2012,81,"Comedy,Sci-Fi",0.1765402039577884
15958,movie,Brick Bradford,1947,257,"Action,Adventure,Sci-Fi",0.17651287573055216
204817,movie,S.I.N. Theory,2012,70,"Drama,Sci-Fi",0.176498892458305
67092,movie,"I, Justice",1968,88,"Drama,Sci-Fi,Thriller",0.176498892458305
61795,movie,Cyberjack,1995,99,"Action,Sci-Fi",0.17648575141519432
111158,movie,Endangered Species,2002,94,"Horror,Sci-Fi,Thriller",0.17648575141519432
43827,movie,The Day Time Ended,1979,79,"Adventure,Horror,Sci-Fi",0.17647177702366768
238095,movie,Reversion,2015,84,"Sci-Fi,Thriller",0.17642911460979302
50863,movie,Alien Predator,1986,90,"Drama,Horror,Sci-Fi",0.17641334538100736
150599,movie,A Dark Path,2020,75,"Sci-Fi,Thriller",0.1764057246638648
132085,movie,Monarch of the Moon,2005,98,"Action,Comedy,Sci-Fi",0.17636346514218357
256574,movie,Regrets of the Past,2016,50,Sci-Fi,0.1763538121239546
21647,movie,Superman's Peril,1954,77,"Action,Fantasy,Sci-Fi",0.1763538121239546
276677,movie,Lupinranger vs. Patranger vs. Kyuranger,2019,55,"Action,Fantasy,Sci-Fi",0.17628235390840855
83238,movie,Ultraman Zearth 2,1997,66,Sci-Fi,0.17626644512996528
215799,movie,After Darkness,2014,98,"Drama,Sci-Fi,Thriller",0.17625959298927069
35422,movie,The Incredible 2-Headed Transplant,1971,88,"Horror,Sci-Fi",0.17610977889552387
147332,movie,The 11th Green,2020,108,"Drama,History,Sci-Fi",0.1760469868512529
100546,movie,Dian zi ge men zhan shi,1998,\N,"Action,Sci-Fi",0.1760375040279482
192627,movie,The Family Complete,2010,106,"Comedy,Sci-Fi",0.176028681708809
50151,movie,Hyper Sapien: People from Another Star,1986,92,"Family,Sci-Fi",0.1759519941173587
243122,movie,Quanta,2019,83,"Drama,Sci-Fi",0.17593280160716893
62295,movie,Lunarcop,1995,88,"Action,Drama,Sci-Fi",0.17585117319216229
204632,movie,Malignant,2013,85,"Horror,Sci-Fi,Thriller",0.1757795394621361
192537,movie,Singularity Principle,2013,87,Sci-Fi,0.1757721606477055
236003,movie,Hacked,2016,88,"Action,Sci-Fi,Thriller",0.1757406320299808
238826,movie,Anthology of Horror 2,2015,71,"Action,Horror,Sci-Fi",0.17570801560863838
35269,movie,Dracula vs. Frankenstein,1971,91,"Horror,Sci-Fi",0.1756825272956301
86758,movie,Starforce,2000,93,"Action,Sci-Fi,Thriller",0.17567549196349322
267626,movie,Automation,2019,92,Sci-Fi,0.17566661455881732
24841,movie,Night of the Blood Beast,1958,62,"Horror,Sci-Fi",0.17564902821009606
229990,movie,Turkey Shoot,2014,90,"Action,Sci-Fi,Thriller",0.17562681000545488
113734,movie,A Message from Mars,1913,69,"Comedy,Fantasy,Sci-Fi",0.17560407758090152
206438,movie,Biohazard: Patient Zero,2012,68,"Action,Sci-Fi,Thriller",0.17556420461436478
248942,movie,Closer Than We Think,2017,85,"Biography,Documentary,Sci-Fi",0.17554482864018786
155765,movie,Kamen Rider Ex-Aid Trilogy: Another Ending - Kamen Rider Para-DX with Poppy,2018,53,"Action,Fantasy,Sci-Fi",0.17554482864018786
147412,movie,Battle Planet,2008,85,Sci-Fi,0.17551891275648768
30094,movie,Island of the Doomed,1967,88,"Horror,Sci-Fi",0.17545600126134211
206335,movie,B4,2012,50,"Sci-Fi,Thriller",0.17542975221425483
59271,movie,Mandroid,1993,81,"Action,Sci-Fi",0.17540665354312024
267548,movie,Red 11,2019,86,"Horror,Sci-Fi,Thriller",0.17537825112918123
29839,movie,Star Pilot,1966,89,"Adventure,Sci-Fi",0.17537821771951365
53749,movie,Future Hunters,1988,96,"Action,Adventure,Sci-Fi",0.17537821771951365
230880,movie,After We Leave,2019,82,"Drama,Sci-Fi",0.17535963552507622
34478,movie,The Big Mess,1971,86,"Comedy,Sci-Fi",0.1753355618949896
71385,movie,The Lost World,1998,97,"Adventure,Sci-Fi",0.1752937242591198
211782,movie,Resident Evil: Red Falls,2013,53,"Action,Horror,Sci-Fi",0.17526642349393132
32041,movie,Superargo and the Faceless Giants,1968,102,"Adventure,Sci-Fi",0.17526345389249703
58959,movie,Future Shock,1994,98,"Horror,Sci-Fi",0.17525873942498357
149584,movie,Cave Women on Mars,2008,73,Sci-Fi,0.1752237125269955
112031,movie,Adiós querida luna,2004,100,"Comedy,Sci-Fi",0.17521085905355843
78385,movie,Interceptor Force,1999,97,"Action,Drama,Sci-Fi",0.17518038653586293
36923,movie,The Twilight People,1972,81,"Adventure,Horror,Sci-Fi",0.1750720857864968
229143,movie,"Léa, un ange dans ma maison",2014,88,"Fantasy,Sci-Fi,Thriller",0.1750423225154186
162086,movie,Toxic,2020,80,"Drama,Sci-Fi",0.17503215513843176
225751,movie,Danger Dolls,2014,97,"Action,Sci-Fi",0.1750250869503667
185291,movie,Dark Space,2013,91,Sci-Fi,0.1750175343259501
121577,movie,From Other Worlds,2004,88,"Comedy,Sci-Fi",0.17498558063068081
51940,movie,Shuto shôshitsu,1987,120,"Mystery,Sci-Fi",0.17496833538161877
187011,movie,Gundala Putra Petir,1981,\N,"Action,Sci-Fi",0.1749154255832127
256477,movie,BraveStorm,2017,84,"Action,Sci-Fi",0.17481505381138238
225748,movie,Serpentarius,2019,80,Sci-Fi,0.17480802980807347
160465,movie,Opapatika,2007,103,"Action,Fantasy,Sci-Fi",0.1747487125428179
151282,movie,Grey Eyes,2021,100,"Action,Sci-Fi",0.17472620938368966
225139,movie,Index Zero,2014,90,Sci-Fi,0.17472620938368966
259978,movie,Two Windows,2017,\N,"Drama,Music,Sci-Fi",0.17468605732790105
90248,movie,Dream Parlor,1999,98,Sci-Fi,0.1746498529758587
233461,movie,Androids Dream,2014,61,"Sci-Fi,Thriller",0.17464502948428676
241603,movie,Risen,2021,109,"Drama,Sci-Fi,Thriller",0.17462069317062273
105924,movie,Black Milk,1999,101,"Comedy,Sci-Fi",0.17460221699865075
187529,movie,Toxic Lullaby,2010,92,"Action,Horror,Sci-Fi",0.17460221699865075
37010,movie,2069: A Sex Odyssey,1974,83,"Comedy,Sci-Fi",0.17456109502457737
233376,movie,Creators: The Past,2019,97,"Fantasy,Sci-Fi",0.17444991578191013
25044,movie,Teenage Cave Man,1958,65,"Adventure,Sci-Fi",0.1744387853962476
154567,movie,A Hard Problem,2021,109,"Drama,Sci-Fi",0.1744285183903763
102557,movie,Lipgloss Explosion!,2001,106,"Comedy,Sci-Fi",0.17441768177771672
